PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS1Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS1Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS1Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS1Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS1Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS1Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS1Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS1Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS1Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS1Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS2Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS2Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS2Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS2Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS2Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS2Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS2Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS2Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS2Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS2Quantity
A0A087WVQ6;Q00610	CLTC	Clathrin heavy chain;Clathrin heavy chain 1	A0A087WVQ6;Q00610	A0A087WVQ6_HUMAN;CLH1_HUMAN	314847.15625	326797.34375	306817.78125	399534.53125	370177	494563.1875	729745.9375	675810.0625	1033953.75	523976.78125	314847.15625	326797.34375	306817.78125	399534.53125	370177	494563.1875	729745.9375	675810.0625	1033953.75	523976.78125	23189.775390625	26469.2890625	24233.619140625	28646.533203125	26404.650390625	33021.06640625	46310.6796875	44467.7421875	68418.4453125	39966.6015625
A0A087WVQ9;A0A7I2V659;P68104;Q5VTE0	EEF1A1;EEF1A1;EEF1A1;EEF1A1P5	Elongation factor 1-alpha;Elongation factor 1-alpha;Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3	A0A087WVQ9;A0A7I2V659;P68104;Q5VTE0	A0A087WVQ9_HUMAN;A0A7I2V659_HUMAN;EF1A1_HUMAN;EF1A3_HUMAN	438383.21875	814742.25	503276.46875	349371.375	442285.75	218808.8125	277480.09375	223860.265625	212517.859375	364170.125	438383.21875	814742.25	503276.46875	349371.375	442285.75	218808.8125	277480.09375	223860.265625	212517.859375	364170.125	173255.703125	349912.25	214311.015625	158570.296875	181794.75	103396.8828125	122786.6640625	123029.8125	116047.109375	193263.375
A0A087WVZ1;A0A0D9SF53;A0A0D9SFB3;A0A0D9SG12;A0A0J9YVQ7;A0A2R8Y4A4;A0A2R8Y5G6;A0A2R8Y645;A0A2R8Y7T2;A0A2R8YCW1;A0A2R8YDT5;A0A2R8YF78;A0A2R8YFR4;A0A2R8YFS5;A0A2U3TZJ9;F6S8Q4;O00571;O15523	DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3X;DDX3Y	ATP-dependent RNA helicase DDX3X (Fragment);RNA helicase;RNA helicase;RNA helicase;ATP-dependent RNA helicase DDX3X (Fragment);RNA helicase;RNA helicase;RNA helicase;ATP-dependent RNA helicase DDX3X;RNA helicase;ATP-dependent RNA helicase DDX3X;RNA helicase;RNA helicase;RNA helicase;RNA helicase;RNA helicase;ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	A0A087WVZ1;A0A0D9SF53;A0A0D9SFB3;A0A0D9SG12;A0A0J9YVQ7;A0A2R8Y4A4;A0A2R8Y5G6;A0A2R8Y645;A0A2R8Y7T2;A0A2R8YCW1;A0A2R8YDT5;A0A2R8YF78;A0A2R8YFR4;A0A2R8YFS5;A0A2U3TZJ9;F6S8Q4;O00571;O15523	A0A087WVZ1_HUMAN;A0A0D9SF53_HUMAN;A0A0D9SFB3_HUMAN;A0A0D9SG12_HUMAN;A0A0J9YVQ7_HUMAN;A0A2R8Y4A4_HUMAN;A0A2R8Y5G6_HUMAN;A0A2R8Y645_HUMAN;A0A2R8Y7T2_HUMAN;A0A2R8YCW1_HUMAN;A0A2R8YDT5_HUMAN;A0A2R8YF78_HUMAN;A0A2R8YFR4_HUMAN;A0A2R8YFS5_HUMAN;A0A2U3TZJ9_HUMAN;F6S8Q4_HUMAN;DDX3X_HUMAN;DDX3Y_HUMAN	24839.044921875	21605.587890625	23328.478515625	20437.50390625	16205.8369140625	701.720031738281	2418.7744140625	7915.5986328125	8214.7138671875	14341.1630859375	24839.044921875	21605.587890625	23328.478515625	20437.50390625	16205.8369140625	701.720031738281	2418.7744140625	7915.5986328125	8214.7138671875	14341.1630859375	8113.90576171875	11054.4541015625	6946.4375	9941.7841796875	8362.73828125	6976.0703125	6765.06103515625	3685.47216796875	8087.24951171875	7475.1220703125
A0A087WW43;Q06033	ITIH3	Inter-alpha-trypsin inhibitor heavy chain H3	A0A087WW43;Q06033	A0A087WW43_HUMAN;ITIH3_HUMAN	28223.6875	36113.484375	17728.197265625	38214.72265625	30735.400390625	159079.125	113756.796875	167969.28125	203385.53125	73156.875	28223.6875	36113.484375	17728.197265625	38214.72265625	30735.400390625	159079.125	113756.796875	167969.28125	203385.53125	73156.875	13132.8076171875	21374.8203125	11022.4365234375	17093.064453125	16882.5703125	62313.40234375	44060.68359375	71336.7734375	80749.390625	48062.02734375
A0A087WW87;P01614	IGKV2-40;IGKV2D-40	Immunoglobulin kappa variable 2-40;Immunoglobulin kappa variable 2D-40	A0A087WW87;P01614	KV240_HUMAN;KVD40_HUMAN	816753.1875	261238.90625	908012.3125	533271.8125	460196.625	784479.4375	1900298.125	650081.6875	954322.9375	2569676.25	816753.1875	261238.90625	908012.3125	533271.8125	460196.625	784479.4375	1900298.125	650081.6875	954322.9375	2569676.25	376085.65625	126205.15625	403539.09375	254734.3125	203755.375	358067.65625	607191.125	322656.5	444846.40625	1147984.875
A0A087WWM0;A6NKE1;O43617	TRAPPC3	Trafficking protein particle complex subunit;Trafficking protein particle complex subunit 3;Trafficking protein particle complex subunit 3	A0A087WWM0;A6NKE1;O43617	A0A087WWM0_HUMAN;A6NKE1_HUMAN;TPPC3_HUMAN	22701.384765625	23545.041015625	32617.328125	22494.529296875	23585.84765625	20160.08984375	40850.34765625	47254.8671875	17204.236328125	19086.154296875	22701.384765625	23545.041015625	32617.328125	22494.529296875	23585.84765625	20160.08984375	40850.34765625	47254.8671875	17204.236328125	19086.154296875	16107.31640625	14822.4912109375	20701.564453125	24939.14453125	14923.658203125	15433.8271484375	16327.263671875	14115.498046875	10051.9228515625	7860.16943359375
A0A087WWU8	TPM3	Tropomyosin alpha-3 chain	A0A087WWU8	A0A087WWU8_HUMAN	1970507.75	1277775.5	2235974.25	2239379.75	1996431	3879895.5	3531249	4975664	3984348.5	1788205.25	1970507.75	1277775.5	2235974.25	2239379.75	1996431	3879895.5	3531249	4975664	3984348.5	1788205.25	776115.375	521973.59375	879904.0625	906437.6875	763209.125	1540887.5	1363634.125	1895273.875	1576198.125	707863.75
A0A087WXI2;Q9Y6R7	FCGBP	IgGFc-binding protein	A0A087WXI2;Q9Y6R7	A0A087WXI2_HUMAN;FCGBP_HUMAN	3555578	359444.5	504788.8125	1742693.375	1137530.375	81840.3515625	61235.20703125	150264.328125	400744	336351.375	3555578	359444.5	504788.8125	1742693.375	1137530.375	81840.3515625	61235.20703125	150264.328125	400744	336351.375	1103688.75	136852.96875	178236.234375	591000	371944.28125	30722.2265625	22702.65234375	55210.75390625	134299.390625	131779.75
A0A087WXM8;P50895	BCAM	Basal cell adhesion molecule	A0A087WXM8;P50895	A0A087WXM8_HUMAN;BCAM_HUMAN	974356.25	3616034	1186974.125	2825028.5	2725677.25	2631813.5	1289295.875	2638858.5	6565264	2560828	974356.25	3616034	1186974.125	2825028.5	2725677.25	2631813.5	1289295.875	2638858.5	6565264	2560828	22896.130859375	67550.0703125	24965.857421875	54815.29296875	51950.65625	58112.5390625	28576.033203125	54843.546875	137095.40625	56763.140625
A0A087WY28;Q96CV9	OPTN	Optineurin (Fragment);Optineurin	A0A087WY28;Q96CV9	A0A087WY28_HUMAN;OPTN_HUMAN	6688.75048828125	8186.04248046875	3535.45971679688	9633.0078125	16349.6005859375	3961.07373046875	1238.12463378906	42615.96875	25279.314453125	14033.0966796875	6688.75048828125	8186.04248046875	3535.45971679688	9633.0078125	16349.6005859375	3961.07373046875	1238.12463378906	42615.96875	25279.314453125	14033.0966796875	4142.4365234375	5874.81005859375	1444.50109863281	9627.4755859375	9840.0732421875	27874.376953125	19626.109375	22845.62109375	19280.546875	5321.3486328125
A0A087WY71;C9JJ47;E9PFW3;Q96CW1	AP2M1	AP-2 complex subunit mu;AP-2 complex subunit mu (Fragment);AP-2 complex subunit mu;AP-2 complex subunit mu	A0A087WY71;C9JJ47;E9PFW3;Q96CW1	A0A087WY71_HUMAN;C9JJ47_HUMAN;E9PFW3_HUMAN;AP2M1_HUMAN	75647.3515625	99943.140625	76435.0390625	71250.5703125	71378.265625	62813.4375	56977.234375	101899.2578125	118244.921875	89873.5	75647.3515625	99943.140625	76435.0390625	71250.5703125	71378.265625	62813.4375	56977.234375	101899.2578125	118244.921875	89873.5	48501.92578125	70244.2421875	54757.7578125	60283.72265625	50486.55078125	74214.484375	55636.36328125	94012.796875	115530.6640625	63036.18359375
A0A087WYR3;O43399	TPD52L2	Tumor protein D54	A0A087WYR3;O43399	A0A087WYR3_HUMAN;TPD54_HUMAN	56377.8046875	39491.7421875	52282.98828125	50830.0546875	41449.1953125	24662.369140625	25310.55859375	13263.189453125	9848.4091796875	18661.0703125	56377.8046875	39491.7421875	52282.98828125	50830.0546875	41449.1953125	24662.369140625	25310.55859375	13263.189453125	9848.4091796875	18661.0703125	35107.95703125	31820.01953125	34956.6328125	36368.1328125	36373.5	19417.138671875	17985.88671875	9002.21484375	9283.603515625	22059.484375
A0A087WYS1;A0A7I2YQ74;E7EUC7;Q16851	UGP2	UTP--glucose-1-phosphate uridylyltransferase	A0A087WYS1;A0A7I2YQ74;E7EUC7;Q16851	A0A087WYS1_HUMAN;A0A7I2YQ74_HUMAN;E7EUC7_HUMAN;UGPA_HUMAN	114540.9140625	83823.8125	80150.28125	112037.109375	90308.453125	140097.4375	116371.9375	130514.0546875	135864.875	45562.80859375	114540.9140625	83823.8125	80150.28125	112037.109375	90308.453125	140097.4375	116371.9375	130514.0546875	135864.875	45562.80859375	40661.12890625	33147.0859375	30692.484375	47164.78125	34369.65234375	58709.6328125	44189.65234375	53545.5	53616.31640625	21618.6171875
A0A087WYT3;B4DDC6;Q15185	PTGES3	Prostaglandin E synthase 3	A0A087WYT3;B4DDC6;Q15185	A0A087WYT3_HUMAN;B4DDC6_HUMAN;TEBP_HUMAN	44065.75	58398.69140625	71813.546875	47103.44921875	34966.91015625	17246.646484375	14889.541015625	4553.66650390625	5724.39013671875	5144.45751953125	44065.75	58398.69140625	71813.546875	47103.44921875	34966.91015625	17246.646484375	14889.541015625	4553.66650390625	5724.39013671875	5144.45751953125	25623.24609375	36533.10546875	40521.59765625	34368.19921875	22669.134765625	5699.97802734375	5307.0185546875	1956.00207519531	2122.07543945313	15803.693359375
A0A087WZB5	PARVB	Beta-parvin	A0A087WZB5	A0A087WZB5_HUMAN	13194.2158203125	20191.087890625	20895.5703125	34320.578125	8185.53173828125	5364.86572265625	6524.5205078125	5986.3017578125	5444.55712890625	5384.74462890625	13194.2158203125	20191.087890625	20895.5703125	34320.578125	8185.53173828125	5364.86572265625	6524.5205078125	5986.3017578125	5444.55712890625	5384.74462890625	2563.5732421875	8220.9140625	7263.61962890625	10378.8642578125	3093.59252929688	2775.10327148438	2501.78442382813	2617.37353515625	2253.578125	2221.22216796875
A0A087WZR4;A0A3B3ISU3;H0Y4U3;O75015	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	A0A087WZR4;A0A3B3ISU3;H0Y4U3;O75015	A0A087WZR4_HUMAN;A0A3B3ISU3_HUMAN;H0Y4U3_HUMAN;FCG3B_HUMAN	27422.93359375	297975.84375	594770	275922.78125	116040.84375	160811.859375	751554.4375	326140.90625	63560.5703125	36589.46484375	27422.93359375	297975.84375	594770	275922.78125	116040.84375	160811.859375	751554.4375	326140.90625	63560.5703125	36589.46484375	30519.474609375	122265.6796875	207892.875	102985.7578125	38901.0859375	45290.5390625	223990.84375	110769.2578125	30270.388671875	22461.185546875
A0A087X0K1;Q9Y376	CAB39	Calcium-binding protein 39	A0A087X0K1;Q9Y376	A0A087X0K1_HUMAN;CAB39_HUMAN	118709.6484375	176718.953125	128617.7890625	100453.5859375	86982.65625	90153.9375	94784.6875	97878.4296875	91046.375	94982.4453125	118709.6484375	176718.953125	128617.7890625	100453.5859375	86982.65625	90153.9375	94784.6875	97878.4296875	91046.375	94982.4453125	43524.41015625	62918.41796875	47405.2578125	39549.04296875	25176.751953125	40490.625	34316.3046875	37418.4375	28785.90234375	33031.5625
A0A087X1H5;A0A5F9ZHJ9;Q15057	ACAP2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2;Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Fragment);Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	A0A087X1H5;A0A5F9ZHJ9;Q15057	A0A087X1H5_HUMAN;A0A5F9ZHJ9_HUMAN;ACAP2_HUMAN	3105.28759765625	791.380004882813	5243.92822265625	2349.7744140625	2330.47485351563	1045.63110351563	1042.04907226563	9482.9072265625	11641.7822265625	11324.6748046875	3105.28759765625	791.380004882813	5243.92822265625	2349.7744140625	2330.47485351563	1045.63110351563	1042.04907226563	9482.9072265625	11641.7822265625	11324.6748046875	1410.00939941406	2333.5908203125	874.917602539063	963.611511230469	1946.26171875	925.28955078125	1351.0322265625	3417.36157226563	4087.2802734375	3989.94409179688
A0A087X1I6;Q8WUX1	SLC38A5	Sodium-coupled neutral amino acid transporter 5	A0A087X1I6;Q8WUX1	A0A087X1I6_HUMAN;S38A5_HUMAN	3617.28540039063	3225.50146484375	12732.013671875	15884.080078125	70326.6015625	4919.078125	5926.76611328125	9911.0146484375	21724.8359375	4448.97119140625	3617.28540039063	3225.50146484375	12732.013671875	15884.080078125	70326.6015625	4919.078125	5926.76611328125	9911.0146484375	21724.8359375	4448.97119140625	7774.05224609375	1333.33605957031	4419.4189453125	12197.474609375	22974.65625	9371.4287109375	11819.34765625	17714.4453125	22268.662109375	21379.453125
A0A087X1P5;Q9H9Q2	COPS7B	COP9 signalosome complex subunit 7b	A0A087X1P5;Q9H9Q2	A0A087X1P5_HUMAN;CSN7B_HUMAN	7710.7509765625	10359.4033203125	11750.462890625	7991.68017578125	9084.7646484375	20539.615234375	18037.59765625	23737.9296875	21007.037109375	9544.01171875	7710.7509765625	10359.4033203125	11750.462890625	7991.68017578125	9084.7646484375	20539.615234375	18037.59765625	23737.9296875	21007.037109375	9544.01171875	4618.26171875	2976.49975585938	5705.08251953125	3866.80615234375	3301.1240234375	11286.310546875	7754.59814453125	8765.4814453125	8187.56591796875	2763.45581054688
A0A087X1S7;P09326	CD48	CD48 antigen	A0A087X1S7;P09326	A0A087X1S7_HUMAN;CD48_HUMAN	73772.921875	460068.625	159757.890625	86610.0234375	108265.2578125	72185.328125	85836.03125	102824.7421875	78412.421875	97444.203125	73772.921875	460068.625	159757.890625	86610.0234375	108265.2578125	72185.328125	85836.03125	102824.7421875	78412.421875	97444.203125	42652.1796875	222201.6875	86771.171875	49271.71484375	55640.37109375	31924.12109375	39799.3046875	49252.48046875	41316.60546875	69572.875
A0A087X1Z3;Q9UL46	PSME2	Proteasome activator complex subunit 2	A0A087X1Z3;Q9UL46	A0A087X1Z3_HUMAN;PSME2_HUMAN	85752.59375	156403.515625	86841.6875	111758.2734375	92250.875	143681.296875	122935.7109375	140118.203125	135519	51843.21875	85752.59375	156403.515625	86841.6875	111758.2734375	92250.875	143681.296875	122935.7109375	140118.203125	135519	51843.21875	23840.322265625	41262.45703125	26725.423828125	31236.8828125	25359.251953125	41132.640625	38192.35546875	43701.2578125	40429.03125	13693.2451171875
A0A087X232;P09871	C1S	Complement C1s subcomponent	A0A087X232;P09871	A0A087X232_HUMAN;C1S_HUMAN	31575.220703125	62994.96875	46642.25390625	54632.62109375	78867.6875	216532.15625	169437.375	329374.71875	252673.828125	189413.328125	31575.220703125	62994.96875	46642.25390625	54632.62109375	78867.6875	216532.15625	169437.375	329374.71875	252673.828125	189413.328125	9544.8759765625	25642.55078125	13361.568359375	21509.212890625	25120.341796875	76940.3125	59616.7109375	113217.2890625	87888.671875	67395.0078125
A0A087X253;P63010	AP2B1	AP complex subunit beta;AP-2 complex subunit beta	A0A087X253;P63010	A0A087X253_HUMAN;AP2B1_HUMAN	71692.9140625	96910.3125	70912.65625	117913.4765625	102497.1796875	191780.09375	127996.390625	143595.296875	178432.4375	113037.6796875	71692.9140625	96910.3125	70912.65625	117913.4765625	102497.1796875	191780.09375	127996.390625	143595.296875	178432.4375	113037.6796875	13837.099609375	22182.279296875	15341.5556640625	22769.068359375	19967.525390625	32771.08203125	25241.7578125	28474.078125	40582.21484375	21424.322265625
A0A087X271;B4DDF4;B4DUT8;H3BVI6;Q99439	CNN2	Calponin (Fragment);Calponin;Calponin;Calponin;Calponin-2	A0A087X271;B4DDF4;B4DUT8;H3BVI6;Q99439	A0A087X271_HUMAN;B4DDF4_HUMAN;B4DUT8_HUMAN;H3BVI6_HUMAN;CNN2_HUMAN	227776.0625	123297.1171875	141245.484375	226451.8125	135394.859375	69660.1328125	88177.6796875	45614.7421875	26771.2734375	77549.3984375	227776.0625	123297.1171875	141245.484375	226451.8125	135394.859375	69660.1328125	88177.6796875	45614.7421875	26771.2734375	77549.3984375	45274.5703125	25566.1640625	32408.099609375	44128.5859375	26599.595703125	15196.5439453125	17343.84375	8499.390625	6749.44677734375	14671.361328125
A0A087X296;P23219	PTGS1	Cyclooxygenase-1;Prostaglandin G/H synthase 1	A0A087X296;P23219	A0A087X296_HUMAN;PGH1_HUMAN	112636.375	6857.44775390625	75254.53125	150096.5	52404.609375	26745.72265625	52259.1171875	7747.01513671875	13768.3095703125	84584.875	112636.375	6857.44775390625	75254.53125	150096.5	52404.609375	26745.72265625	52259.1171875	7747.01513671875	13768.3095703125	84584.875	62723.375	13002.583984375	36165.09375	112488.609375	34133.0625	26257.986328125	49054.99609375	16677.025390625	26789.169921875	50846.91796875
A0A087X2I1;P62333	PSMC6	26S proteasome regulatory subunit 10B	A0A087X2I1;P62333	A0A087X2I1_HUMAN;PRS10_HUMAN	19049.912109375	30455.578125	13375.6298828125	53811.921875	46203.2734375	132655.5625	103507.5390625	144126.859375	108870.734375	30691.70703125	19049.912109375	30455.578125	13375.6298828125	53811.921875	46203.2734375	132655.5625	103507.5390625	144126.859375	108870.734375	30691.70703125	13656.6962890625	23515.982421875	12743.4716796875	35115.328125	30101.869140625	83899.34375	69128.4296875	87261.9765625	73274.390625	23382.818359375
A0A096LNY5;A0A096LNY6;A0A1B0GTJ7;A0A1B0GWJ0;A0A7P0T9A7;A0A7P0Z472;P30566	ADSL	Adenylosuccinate lyase	A0A096LNY5;A0A096LNY6;A0A1B0GTJ7;A0A1B0GWJ0;A0A7P0T9A7;A0A7P0Z472;P30566	A0A096LNY5_HUMAN;A0A096LNY6_HUMAN;A0A1B0GTJ7_HUMAN;A0A1B0GWJ0_HUMAN;A0A7P0T9A7_HUMAN;A0A7P0Z472_HUMAN;PUR8_HUMAN	60938.88671875	48522.2734375	24815.515625	74073.9296875	67431.140625	245245.15625	145808.734375	308911	239800.90625	60637.24609375	60938.88671875	48522.2734375	24815.515625	74073.9296875	67431.140625	245245.15625	145808.734375	308911	239800.90625	60637.24609375	15276.646484375	14300.7685546875	11298.029296875	25835.82421875	21296.8046875	71937.296875	43079.38671875	84036.1953125	69347.8828125	17567.072265625
A0A0A0MQS8;A0A2R8YEH1;Q02094	RHAG	Ammonium transporter Rh type A	A0A0A0MQS8;A0A2R8YEH1;Q02094	A0A0A0MQS8_HUMAN;A0A2R8YEH1_HUMAN;RHAG_HUMAN	488219.25	881519.5625	460018.15625	849992.875	817533.5625	3000503	2828088.25	4803419	4003416	1121569.25	488219.25	881519.5625	460018.15625	849992.875	817533.5625	3000503	2828088.25	4803419	4003416	1121569.25	236191.25	288983.75	167207.453125	322701.71875	302311.5	1281206.625	1112453.125	1814944.375	1626816.75	429223.8125
A0A0A0MR13;A0A590UJ22;A0A590UJ58;A0A590UJA5;A0A590UJB0;A0A590UJB7;A0A590UJF0;A0A590UJG5;A0A590UJI6;A0A590UJJ0;A0A590UJQ2;A0A590UJQ9;A0A590UJR6;A0A590UJY8;A0A590UK28;A0A590UKA1;A0A590UKA4;A0A590UKA9;A0A590UKB4;A0A7I2V5R6;B0AZR9;P63092;Q5JWE9;Q5JWF2;S4R3V9	GNAS	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;GNAS complex locus, isoform CRA_b;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	A0A0A0MR13;A0A590UJ22;A0A590UJ58;A0A590UJA5;A0A590UJB0;A0A590UJB7;A0A590UJF0;A0A590UJG5;A0A590UJI6;A0A590UJJ0;A0A590UJQ2;A0A590UJQ9;A0A590UJR6;A0A590UJY8;A0A590UK28;A0A590UKA1;A0A590UKA4;A0A590UKA9;A0A590UKB4;A0A7I2V5R6;B0AZR9;P63092;Q5JWE9;Q5JWF2;S4R3V9	A0A0A0MR13_HUMAN;A0A590UJ22_HUMAN;A0A590UJ58_HUMAN;A0A590UJA5_HUMAN;A0A590UJB0_HUMAN;A0A590UJB7_HUMAN;A0A590UJF0_HUMAN;A0A590UJG5_HUMAN;A0A590UJI6_HUMAN;A0A590UJJ0_HUMAN;A0A590UJQ2_HUMAN;A0A590UJQ9_HUMAN;A0A590UJR6_HUMAN;A0A590UJY8_HUMAN;A0A590UK28_HUMAN;A0A590UKA1_HUMAN;A0A590UKA4_HUMAN;A0A590UKA9_HUMAN;A0A590UKB4_HUMAN;A0A7I2V5R6_HUMAN;B0AZR9_HUMAN;GNAS2_HUMAN;Q5JWE9_HUMAN;GNAS1_HUMAN;S4R3V9_HUMAN	273940.5625	500173.03125	350239	278439.84375	278568.5625	283124.6875	279555.90625	300940.28125	327527.71875	223270	273940.5625	500173.03125	350239	278439.84375	278568.5625	283124.6875	279555.90625	300940.28125	327527.71875	223270	112285.8203125	172327.140625	128645.7734375	117171.8125	121436.3828125	105892.6640625	99926.546875	109055.6328125	124345.1796875	94886.6015625
A0A0A0MR85;A0A3B3IRM5;B9ZVX7;H3BRM6;P09488;P46439;Q03013;Q5T8R1	GSTM4;GSTM5;GSTM1;GSTM1;GSTM1;GSTM5;GSTM4;GSTM5	Glutathione transferase;Glutathione S-transferase (Fragment);Glutathione S-transferase Mu 1;Glutathione S-transferase Mu 1 (Fragment);Glutathione S-transferase Mu 1;Glutathione S-transferase Mu 5;Glutathione S-transferase Mu 4;Glutathione S-transferase	A0A0A0MR85;A0A3B3IRM5;B9ZVX7;H3BRM6;P09488;P46439;Q03013;Q5T8R1	A0A0A0MR85_HUMAN;A0A3B3IRM5_HUMAN;B9ZVX7_HUMAN;H3BRM6_HUMAN;GSTM1_HUMAN;GSTM5_HUMAN;GSTM4_HUMAN;Q5T8R1_HUMAN	56128.73046875	13843.1123046875	4606.7265625	65459.71875	49401.74609375	75323.078125	3394.33935546875	12967.8779296875	16369.109375	48068.03125	56128.73046875	13843.1123046875	4606.7265625	65459.71875	49401.74609375	75323.078125	3394.33935546875	12967.8779296875	16369.109375	48068.03125	19398.005859375	3247.49829101563	1231.75280761719	24330.232421875	16580.333984375	18484.3984375	1394.04968261719	4490.7890625	5072.5498046875	12331.6123046875
A0A0A0MRE5;H0YBF7;Q9ULH1	ASAP1	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1;Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (Fragment);Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1	A0A0A0MRE5;H0YBF7;Q9ULH1	A0A0A0MRE5_HUMAN;H0YBF7_HUMAN;ASAP1_HUMAN	18851.744140625	10612.1123046875	22345.330078125	19919.75390625	21788	14674.455078125	10119.0859375	3626.32543945313	8770.42578125	8531.5302734375	18851.744140625	10612.1123046875	22345.330078125	19919.75390625	21788	14674.455078125	10119.0859375	3626.32543945313	8770.42578125	8531.5302734375	4950.12451171875	3769.9375	4331.0771484375	7922.552734375	5104.36083984375	5601.09423828125	3991.109375	1540.55920410156	3192.17163085938	3116.15185546875
